experiment_id,run_id,recorded_at,case_id,status,error_type,error_message,mode,backend,threads,agent_count,state_width,action_count,steps,repetition,wall_ms,device_ms,agent_steps_per_second,ns_per_agent_step,checksum,correctness_valid,correctness_action_match,correctness_max_abs_error,correctness_max_rel_error
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:07.661331+00:00,316628c423b6,ok,,,cpu,cpu,1,1048576,32,8,64,4,11655.229582,,5757832.870460226,173.67645475268364,24.856409072875977,False,True,3.457069396972656e-05,0.001776247750967741
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:07.661331+00:00,316628c423b6,ok,,,cpu,cpu,1,1048576,32,8,64,5,11552.327164,,5809120.7985459715,172.14308923482895,24.106754302978516,False,True,3.457069396972656e-05,0.001776247750967741
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:23:07.661331+00:00,316628c423b6,ok,,,cpu,cpu,1,1048576,32,8,64,6,11693.120682,,5739174.838356466,174.24107614159584,23.379833221435547,False,True,3.457069396972656e-05,0.001776247750967741
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:33.193401+00:00,9cd29a1c4c02,ok,,,cpu,cpu,1,4096,32,1,64,0,16.932657,,15481563.230153425,64.59296035766602,28.0797061920166,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:33.193401+00:00,9cd29a1c4c02,ok,,,cpu,cpu,1,4096,32,1,64,1,16.785642,,15617156.61515955,64.03214263916016,27.22293472290039,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:33.193401+00:00,9cd29a1c4c02,ok,,,cpu,cpu,1,4096,32,1,64,2,17.089672,,15339323.071852988,65.19192504882812,26.393131256103516,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:33.193401+00:00,9cd29a1c4c02,ok,,,cpu,cpu,1,4096,32,1,64,3,17.482967,,14994251.261813857,66.69222640991211,25.589452743530273,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:33.193401+00:00,9cd29a1c4c02,ok,,,cpu,cpu,1,4096,32,1,64,4,16.836828,,15569678.564157095,64.22740173339844,24.811084747314453,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:33.193401+00:00,9cd29a1c4c02,ok,,,cpu,cpu,1,4096,32,1,64,5,16.977106,,15441029.819805568,64.76251983642578,24.057233810424805,True,True,0.0,0.0
pilot-002-modal-l4-crossover,20260811T152258Z,2026-08-11T15:24:33.193401+00:00,9cd29a1c4c02,ok,,,cpu,cpu,1,4096,32,1,64,6,16.953713,,15462335.595748257,64.67328262329102,23.327146530151367,True,True,0.0,0.0
